Customer_ID,Tenure_Months,Purchase_Frequency,Avg_Order_Value,Total_Spend,Last_Purchase_Days,Website_Visits,Discount_Usage,Support_Tickets,Churn
CUST55,47,18,3951,53982,26,65,0.07234838383605735,6,1
CUST56,35,11,2286,42081,137,73,0.8785307492071559,2,1
CUST57,14,2,568,5368,64,3,0.3018346608928951,4,1
CUST58,17,18,3004,28094,72,90,0.6502969740735076,7,1
CUST59,36,7,350,47040,148,9,0.32900572966223285,3,1
CUST60,40,15,1334,67766,106,51,0.39145427079447115,9,1
CUST61,4,11,2984,84053,86,16,0.2621129720167965,1,1
CUST62,2,18,4364,24991,158,88,0.3430440057930102,3,1
CUST63,6,12,2546,2301,53,78,0.4107004005865431,1,0
CUST64,42,6,2450,29610,92,3,0.7204160690923429,2,1
CUST65,4,13,260,82463,99,98,0.5115361942347918,3,1
CUST66,29,16,3210,35678,11,97,0.9435652171569769,3,0
CUST67,18,18,4101,25466,31,24,0.04188039383877551,9,1
CUST68,26,10,1537,81440,177,73,0.5030683226320282,8,1
CUST69,44,8,1384,41875,100,13,0.5842247888317181,9,1
CUST70,34,18,4626,27081,87,2,0.9201969860742739,5,1
CUST71,10,1,1751,25354,147,71,0.049158523621427586,8,1
CUST72,36,8,4633,94297,140,21,0.573499584935216,3,1
CUST73,14,6,1829,19300,15,19,0.853629928527957,8,1
CUST74,31,5,1527,65384,159,89,0.24192772811923657,8,1
CUST75,15,15,1726,96027,171,47,0.8762923485239374,5,1
CUST76,8,15,1873,61892,101,22,0.019043409274291823,4,1
CUST77,14,2,1561,36525,165,75,0.7324546291337297,2,1
CUST78,23,1,1773,27532,29,33,0.933113221168653,4,1
CUST79,40,11,2886,7464,114,32,0.6571976616400622,2,1
CUST80,21,10,4570,17562,107,64,0.43902924398044796,4,1
CUST81,16,18,2566,56514,154,85,0.04488101647271803,4,1
CUST82,45,18,3957,75219,108,39,0.9201138133226288,1,1
CUST83,18,17,2634,33634,130,84,0.4702962226915748,8,1
CUST84,47,8,2193,1060,84,72,0.02899674433594801,6,1
CUST85,24,15,1069,10269,15,42,0.6898210713287619,5,0
CUST86,26,8,1214,64143,132,9,0.4818372535762582,4,1
CUST87,25,17,2111,24065,50,25,0.12434531744241073,3,0
CUST88,45,12,802,3895,166,89,0.21427180931025958,7,1
CUST89,41,8,4021,81859,23,97,0.06449068045584627,1,0
CUST90,29,14,890,13352,59,2,0.5742935397085736,7,1
CUST91,15,4,693,50737,90,19,0.6220294792520092,0,1
CUST92,45,1,689,97426,115,20,0.5057422983554444,9,1
CUST93,1,1,2756,33016,75,93,0.8171021330026149,0,1
CUST94,25,19,4685,62304,156,70,0.8610088213080136,2,1
CUST95,7,16,494,12962,123,17,0.6156243966831266,4,1
CUST96,9,14,4227,34302,136,89,0.012756479707430546,5,1
CUST97,24,16,3043,86382,157,68,0.6952296557477357,3,1
CUST98,1,5,3112,5011,139,94,0.4179992169203516,6,1
CUST99,44,9,1917,20782,18,84,0.565557483226387,6,1
CUST100,8,2,2796,68691,50,3,0.6490806020188844,1,1
CUST101,24,18,4944,40725,142,87,0.35023661432707676,1,1
CUST102,11,6,2073,10196,118,51,0.9170985051717943,1,1
CUST103,17,9,4863,44459,137,82,0.1339748667497812,1,1
CUST104,8,1,3458,88245,139,26,0.6715118072810374,8,1
CUST105,35,9,3017,79863,108,56,0.004359579956580428,4,1
CUST106,35,16,644,33769,67,64,0.9246511054051808,7,1
CUST107,33,13,3841,25700,167,8,0.1125041332380915,4,1
CUST108,5,9,4658,81356,78,81,0.09488423014757463,4,1
CUST109,42,13,941,77427,156,95,0.33300763305224423,0,1
CUST110,39,9,2241,6269,75,37,0.3735662860390806,5,1
CUST111,41,11,879,44880,39,97,0.21430007232287862,3,0
CUST112,28,4,2667,9320,25,27,0.5851216609271247,2,0
CUST113,7,2,3897,50589,21,45,0.4429140980419636,5,1
CUST114,9,6,1558,77276,138,4,0.03417558904108742,1,1
CUST115,8,14,262,36897,171,86,0.31965206225530063,7,1
CUST116,12,4,2759,59565,15,90,0.8104329135731705,0,0
CUST117,34,6,3969,31930,48,96,0.6897015348618686,8,1
CUST118,33,19,4551,58233,86,88,0.7248708535798805,7,1
CUST119,23,6,334,83821,149,99,0.6981169240835235,0,1
CUST120,24,2,3844,15380,116,37,0.3109730213830333,9,1
CUST121,37,18,2335,77896,50,96,0.09966392207677588,8,1
CUST122,35,13,3478,71934,151,71,0.272467184033096,1,1
CUST123,44,9,1022,56830,141,33,0.8317853001851593,2,1
CUST124,40,19,3274,6529,69,31,0.9804707977830711,1,1
CUST125,22,13,3181,95598,4,55,0.49384701474156134,7,1
CUST126,27,11,320,83987,78,12,0.00970035492304222,1,1
CUST127,35,1,1837,50178,9,11,0.14004481213422904,9,1
CUST128,1,7,1124,7937,121,88,0.32208057531626577,1,1
CUST129,35,15,844,40886,115,72,0.5785853485929497,0,1
CUST130,37,1,2232,50699,163,32,0.07509364580531397,6,1
CUST131,47,12,2961,77396,101,57,0.9433572987098816,1,1
CUST132,14,7,2268,91678,149,38,0.3650836732844007,9,1
CUST133,3,15,441,26279,146,60,0.912584217924823,4,1
CUST134,1,19,2868,39106,97,86,0.7805218027570218,4,1
CUST135,5,1,1002,80737,81,98,0.7554372725155811,2,1
CUST136,26,17,4364,41544,43,19,0.606719579782232,2,0
CUST137,14,17,395,9997,95,84,0.6267838170518446,2,1
CUST138,39,3,2387,86711,6,56,0.6380032352162481,5,1
CUST139,27,12,3715,41860,67,14,0.6287213870255821,3,1
CUST140,9,6,2530,4225,140,33,0.5537282313983612,2,1
CUST141,15,11,2559,60470,100,10,0.9864140184828889,1,1
CUST142,15,3,3806,64656,12,80,0.7322905674256961,2,1
CUST143,26,8,476,52880,66,64,0.7769463883925212,3,1
CUST144,42,14,260,62078,2,64,0.8724628150836742,5,0
CUST145,13,14,3590,89646,143,62,0.21563976272584917,3,1
CUST146,32,10,2113,77290,151,68,0.08380415909506078,7,1
CUST147,39,2,4127,57633,157,91,0.48289443659859865,2,1
CUST148,32,14,2791,27655,81,92,0.5140806956192732,2,1
CUST149,4,9,766,44601,135,43,0.8291817799499177,2,1
CUST150,30,3,4135,4114,156,80,0.4437835792823357,7,1
CUST151,37,8,1771,27502,142,59,0.5708530255443127,3,1
CUST152,23,16,4917,50768,172,52,0.5270709385134583,0,1
CUST153,39,2,1400,49128,158,97,0.03820278375739106,1,1
CUST154,45,6,4609,21028,160,19,0.615214896596914,9,1
CUST155,15,12,3054,56565,70,21,0.8280432857742522,1,1
CUST156,43,5,3095,84123,115,22,0.15750054807580383,2,1
CUST157,29,2,1436,36333,88,9,0.5943317339265958,5,1
CUST158,36,16,336,4174,6,9,0.5936105444464144,7,1
CUST159,13,5,1229,36398,27,73,0.16418496405635874,0,0
CUST160,32,15,2356,36929,82,27,0.12346357373073602,8,1
CUST161,7,12,2794,5321,88,17,0.9800519429764848,0,1
CUST162,22,4,861,96971,120,44,0.39371916965303755,9,1
CUST163,28,15,2672,56421,24,45,0.22742172872352928,1,0
CUST164,2,11,2877,73635,102,8,0.17132454445437495,2,1
CUST165,42,16,2508,24760,34,80,0.6676017135832351,6,1
CUST166,45,6,286,12360,168,18,0.6094452973272788,8,1
CUST167,6,14,2712,11313,47,33,0.6435521229874175,2,0
CUST168,28,18,3142,86998,24,1,0.08800602751145226,7,1
CUST169,28,12,2973,6801,65,76,0.893534583498437,8,1
CUST170,44,11,2704,15130,18,6,0.3892663968090483,9,1
CUST171,44,13,3510,15271,44,41,0.31336940643035793,6,1
CUST172,20,11,1900,17075,76,55,0.4623614472477392,3,1
CUST173,30,16,3870,19984,57,5,0.39006606574762825,3,0
CUST174,11,15,2900,89095,107,59,0.8635770031391459,3,1
CUST175,28,15,3829,61942,156,80,0.9292609751978921,5,1
CUST176,25,4,4790,13861,124,18,0.3034532164496062,3,1
CUST177,39,11,1847,99970,151,49,0.8639358074599548,4,1
CUST178,33,19,3518,83203,162,82,0.7815231295330671,8,1
CUST179,1,15,3887,72376,139,65,0.9308076723447618,6,1
CUST180,27,4,796,62247,163,83,0.24575031218588783,7,1
CUST181,13,13,4745,70101,116,54,0.5769591501209791,4,1
CUST182,41,19,684,21977,93,61,0.27454458474044463,4,1
CUST183,3,2,845,51617,42,8,0.8240944904843742,6,1
CUST184,39,14,3289,58473,28,3,0.005324190571064258,7,1
CUST185,6,4,4957,87654,123,25,0.5648191628863961,8,1
CUST186,8,16,4584,89177,24,69,0.339203431271918,1,0
CUST187,27,14,920,73902,136,55,0.32268370707782024,2,1
CUST188,9,15,4933,93172,106,40,0.644906323864917,1,1
CUST189,37,3,698,16630,118,83,0.8514844493139939,9,1
CUST190,33,8,4929,21056,53,82,0.6091953913933262,6,1
CUST191,42,16,1873,8382,132,50,0.8531729786467225,1,1
CUST192,44,10,3267,56739,100,95,0.26459711188102997,1,1
CUST193,24,4,314,82685,5,33,0.5195018547649811,1,0
CUST194,15,18,3179,49639,49,18,0.450536539067076,3,0
CUST195,32,2,4969,60838,98,57,0.011644899503096218,0,1
CUST196,32,17,1936,47041,30,16,0.5568121431407401,1,0
CUST197,24,13,3811,1992,72,80,0.6615243241461749,2,1
CUST198,41,4,2453,73394,103,38,0.5919144044190701,6,1
CUST199,12,11,2494,68657,63,41,0.7362798987834215,9,1
CUST200,39,7,3830,28160,175,7,0.5713395284530771,0,1
CUST201,2,12,346,46156,26,78,0.06675025485075692,5,0
CUST202,3,10,4182,52375,37,53,0.11644552408471143,2,0
CUST203,37,7,3653,87442,7,63,0.5964745775439524,2,0
CUST204,17,13,4707,20572,127,89,0.2749791919736402,3,1
CUST205,2,7,2610,5136,168,32,0.07964512903476584,3,1
CUST206,2,17,336,62868,92,38,0.42960274344854676,6,1
CUST207,28,10,3560,83263,167,22,0.5543225980836554,2,1
CUST208,23,10,3205,33167,103,16,0.32874598834960655,7,1
CUST209,37,4,3752,16479,53,52,0.720433702225778,7,1
CUST210,32,4,218,32376,132,29,0.6437706081012446,6,1
CUST211,33,7,2442,5823,108,16,0.33281836109167195,1,1
CUST212,1,1,648,71456,112,76,0.7548725289085606,4,1
CUST213,19,12,2148,20585,153,17,0.6486950425330354,5,1
CUST214,2,13,1145,18272,7,64,0.6374453787179021,9,1
CUST215,44,10,4436,27619,156,91,0.553427700787068,3,1
CUST216,26,15,2120,76069,67,89,0.011389668088552796,9,1
CUST217,32,13,3177,40895,108,13,0.6965071834768891,4,1
CUST218,6,9,4388,4720,111,72,0.3760417911091565,8,1
CUST219,32,9,4215,20267,148,56,0.9426097101586556,6,1
CUST220,4,15,438,16696,83,5,0.8179847710772054,1,1
CUST221,11,10,404,30968,124,12,0.5876944695313122,0,1
CUST222,17,10,2807,54364,139,41,0.25218198181926943,1,1
CUST223,38,8,4540,24345,104,3,0.20371739327766658,2,1
CUST224,24,16,3588,52567,67,99,0.3403848376775491,1,1
CUST225,5,17,3172,92229,7,33,0.4765679435800185,2,0
CUST226,34,5,4590,62607,151,86,0.2960655100389471,9,1
CUST227,6,4,2887,20385,110,50,0.5149294953924828,8,1
CUST228,22,18,4366,84658,34,56,0.16537042551318593,3,0
CUST229,11,19,1548,67900,106,9,0.9777128128254999,8,1
CUST230,16,4,4600,69244,147,82,0.10792455496499387,2,1
CUST231,33,7,1016,66425,58,50,0.9319441396543721,0,0
CUST232,9,10,1020,79518,9,29,0.9135780114026949,4,0
CUST233,6,18,392,83844,48,39,0.525360481819498,9,1
CUST234,16,19,1976,33919,115,91,0.7249102718360844,9,1
CUST235,29,4,3845,91697,41,45,0.4360482979725878,1,0
CUST236,3,10,4824,58196,48,17,0.6300345775424382,3,0
CUST237,20,1,450,80401,173,56,0.3405759374211187,1,1
CUST238,36,18,1988,1495,25,98,0.30115901978544535,1,0
CUST239,19,5,3900,45755,116,46,0.5782297861695137,2,1
CUST240,26,15,2663,68684,78,67,0.49812967418398035,4,1
CUST241,3,17,1367,34324,108,69,0.5795363691499811,3,1
CUST242,19,3,4093,79929,25,14,0.286660581287023,1,1
CUST243,20,12,1296,2552,147,67,0.36695783181699526,9,1
CUST244,32,2,2879,52272,39,23,0.08389796062890931,1,1
CUST245,7,1,2047,36853,119,94,0.05227637227220572,5,1
CUST246,41,17,4104,33924,79,61,0.25345712967301626,6,1
CUST247,33,16,704,75462,80,23,0.07424685933054576,9,1
CUST248,40,5,1821,97387,27,27,0.1037747086347407,5,0
CUST249,39,15,2672,24889,104,54,0.8129284053939371,6,1
CUST250,18,3,2746,55675,74,10,0.0388736970166893,0,1
CUST251,40,7,1587,74591,68,89,0.6589427939347428,5,1
CUST252,1,11,3194,71190,147,77,0.2725577488154005,2,1
CUST253,11,10,4016,23634,28,16,0.8715456807081264,0,0
CUST254,28,9,917,33363,123,41,0.48499228457749954,7,1
CUST255,25,14,3684,64752,161,98,0.30557645932782573,3,1
CUST256,23,13,4634,78004,138,55,0.5176389356894345,9,1
CUST257,31,2,858,57398,83,61,0.3819580190452688,7,1
CUST258,30,3,4208,99458,30,86,0.5643010646698302,9,1
CUST259,42,7,4724,41718,22,81,0.11453286832634824,3,0
CUST260,35,18,4434,83916,3,87,0.9969905028125511,3,0
CUST261,7,3,3964,27870,101,49,0.42555587769671754,9,1
CUST262,16,10,3189,38394,105,73,0.34823063970736867,3,1
CUST263,26,7,4837,53057,176,52,0.7102098483162649,5,1
CUST264,2,9,2304,80795,2,2,0.3638994064953325,8,1
CUST265,1,17,1455,81409,54,96,0.8332743050287577,4,0
CUST266,12,11,2682,14016,6,50,0.45427072436042526,9,1
CUST267,5,7,583,43137,107,86,0.7195584132654349,7,1
CUST268,37,14,2807,1153,168,43,0.10745321644188655,7,1
CUST269,32,19,393,8853,123,77,0.8461191855551118,3,1
CUST270,9,4,4007,13379,2,8,0.7357179867781098,9,1
CUST271,41,6,3919,16792,111,59,0.21171677846196568,8,1
CUST272,35,10,2781,39367,2,65,0.14528600974578665,8,1
CUST273,19,7,2765,19100,93,81,0.3162923487256244,4,1
CUST274,16,13,2963,64456,101,12,0.9760705860319043,5,1
CUST275,3,14,2998,12049,97,4,0.25683157456705863,4,1
CUST276,20,4,2539,1786,111,77,0.4561272089466333,2,1
CUST277,24,8,3606,70904,6,95,0.030020225717336313,7,1
CUST278,33,5,931,31699,127,41,0.39722752956623253,8,1
CUST279,24,1,3072,48691,104,7,0.5713200154331027,3,1
CUST280,11,4,3320,38040,147,87,0.9531246125079651,8,1
CUST281,8,3,4980,93990,155,88,0.5167360449400644,8,1
CUST282,36,9,4377,58986,1,69,0.8191073261776878,6,1
CUST283,38,8,2804,39762,33,69,0.5471276425689006,7,1
CUST284,40,1,2582,24600,40,81,0.0407850134355181,2,1
CUST285,20,6,731,95774,32,30,0.31500827518977403,4,0
CUST286,35,9,4516,91777,17,73,0.5755495078311033,2,0
CUST287,25,7,834,20810,126,6,0.9505939659311243,6,1
CUST288,35,4,1969,86703,8,89,0.8591303597512333,5,0
CUST289,25,13,4004,88347,57,19,0.22835561417884764,2,0
CUST290,29,17,2570,58204,42,80,0.2201098300191635,8,1
CUST291,18,2,202,21085,98,85,0.20117296711390076,0,1
CUST292,46,5,405,47854,137,66,0.9224988963025031,9,1
CUST293,18,12,4335,75797,120,10,0.8526661531017207,2,1
CUST294,2,8,2821,85269,87,16,0.7748834322529488,9,1
CUST295,35,6,4939,40779,163,37,0.3927351142242276,6,1
CUST296,16,8,3090,57207,54,79,0.5043807042987668,2,0
CUST297,41,18,3393,95615,84,77,0.4643317447951528,2,1
CUST298,36,3,2866,34980,25,77,0.25339810755937264,1,1
CUST299,33,12,3506,57117,67,32,0.505028046148767,8,1
CUST300,4,3,1097,15141,174,47,0.030496547852754463,3,1
CUST301,33,6,1285,10344,152,72,0.13181037349745917,9,1
CUST302,14,2,1479,16896,46,43,0.8865895961689464,5,1
CUST303,21,12,870,90353,22,82,0.7516797670314233,1,0
CUST304,20,2,1705,30813,139,36,0.42286840905908707,8,1
CUST305,8,6,3775,85431,176,26,0.5171503622838772,6,1
CUST306,7,17,2155,66679,8,10,0.36999888595997743,9,1
CUST307,3,3,449,11681,39,31,0.7407798671606725,4,1
CUST308,17,2,2092,73903,163,97,0.7841871792320796,6,1
CUST309,33,8,3639,4228,49,29,0.7632851902031591,3,0
CUST310,12,12,2053,5582,46,5,0.7226117248344496,9,1
CUST311,22,4,3054,79683,38,77,0.20450433869279583,6,1
CUST312,22,5,1703,12397,136,1,0.3379699792404788,1,1
CUST313,46,13,3585,39799,54,87,0.4698454349836749,6,1
CUST314,30,15,3771,38011,165,3,0.3307929914276556,3,1
CUST315,38,16,3992,80183,92,67,0.754940200158329,3,1
CUST316,38,10,3626,94254,40,71,0.3293535242499547,0,0
CUST317,45,16,243,45264,34,35,0.13823208678533716,2,0
CUST318,8,12,3812,43317,96,15,0.3990404520483041,4,1
CUST319,27,17,2818,48914,79,67,0.9799144327823803,4,1
CUST320,27,16,4878,85633,127,93,0.2258814129335759,1,1
CUST321,34,12,3363,46254,17,30,0.6121586589432291,3,0
CUST322,21,8,1488,41096,161,82,0.4329730498397063,0,1
CUST323,30,3,3142,54785,175,75,0.07102456764932663,8,1
CUST324,33,16,419,53344,110,43,0.4878766059980595,0,1
CUST325,28,13,2125,83643,52,60,0.7021643286483125,5,0
CUST326,47,19,3172,69546,118,40,0.5132199758278188,6,1
CUST327,33,8,3713,72091,9,65,0.8721060637465811,2,0
CUST328,5,5,2648,66603,33,29,0.28893701665758265,0,0
CUST329,19,8,3671,29412,113,74,0.08624917130396492,6,1
CUST330,4,12,2974,52658,149,92,0.9365656116580061,2,1
CUST331,35,1,1190,50549,85,95,0.378196349528219,9,1
CUST332,17,6,3146,12549,10,19,0.5764055514536334,5,0
CUST333,44,18,2012,72216,6,3,0.792003126130196,5,0
CUST334,28,8,1003,26739,115,36,0.3243136638755806,3,1
CUST335,30,7,689,22209,121,43,0.7161645381776112,5,1
CUST336,29,1,3756,88968,141,15,0.13541884981782804,9,1
CUST337,46,16,1693,16116,65,97,0.29129374720550527,3,1
CUST338,6,12,3845,21045,20,41,0.1447106361365199,7,1
CUST339,35,6,3091,27327,57,90,0.8112305584013578,8,1
CUST340,41,2,1905,36709,46,80,0.22264923522678537,1,1
CUST341,37,14,3716,44617,136,36,0.7174035554052103,6,1
CUST342,24,4,3540,61139,10,97,0.9432983972456526,8,1
CUST343,29,1,253,27905,113,84,0.527772209068877,8,1
CUST344,46,18,2775,65148,139,77,0.5400291922606877,4,1
CUST345,31,13,3791,73603,12,33,0.46103356809781204,0,0
CUST346,35,2,815,99095,138,5,0.32589014339364275,5,1
CUST347,33,9,1154,43919,153,78,0.4756550309249171,7,1
CUST348,21,2,2633,84521,177,91,0.6028075322667594,0,1
CUST349,32,9,1829,93905,177,87,0.9859915721706594,1,1
CUST350,23,1,2981,84400,11,14,0.9377645593182242,0,1
CUST351,33,11,849,89150,118,68,0.8621529582931218,4,1
CUST352,3,3,2547,59446,164,83,0.8891305357048583,1,1
CUST353,18,4,4690,53428,39,47,0.46784918329204295,9,1
CUST354,25,18,3478,48894,53,54,0.6574443271774648,9,1
CUST355,42,6,2840,82149,56,4,0.8950667229362141,3,0
CUST356,31,3,4001,7447,104,94,0.39295076499135306,0,1
CUST357,3,11,2761,6499,129,83,0.9617624783454688,6,1
CUST358,40,15,3449,40041,56,95,0.415786062069183,7,1
CUST359,46,5,570,32315,118,95,0.6010826653932156,4,1
CUST360,24,10,1057,2299,132,9,0.7098047132723719,1,1
CUST361,32,12,4953,5994,30,53,0.9505920130759383,7,1
CUST362,47,15,583,96414,12,77,0.24461627405226605,0,0
CUST363,22,17,4077,82163,35,78,0.7461309782386423,6,1
CUST364,23,10,2752,8489,77,60,0.5208155861440822,0,1
CUST365,2,6,4534,92647,159,46,0.26855714062064107,5,1
CUST366,27,18,4490,33355,102,54,0.7766068397963906,5,1
CUST367,42,13,2925,74805,87,74,0.5522222801738466,4,1
CUST368,2,3,4234,69367,52,95,0.6609738206496758,1,1
CUST369,26,10,3493,78355,80,37,0.322901068577901,1,1
CUST370,17,14,4451,91349,135,23,0.481273951827605,8,1
CUST371,40,6,4188,88173,22,27,0.6173542509880671,4,0
CUST372,33,3,1122,2996,75,70,0.404910814269844,4,1
CUST373,9,16,3115,45387,58,90,0.1983725398477013,6,1
CUST374,43,7,3150,4089,93,66,0.961640492315304,5,1
CUST375,39,14,3246,99827,103,61,0.5114675400426174,1,1
CUST376,29,9,1174,21659,140,77,0.7339203702877005,0,1
CUST377,42,15,1430,46178,7,51,0.4110471935560581,4,0
CUST378,26,3,2635,96965,128,50,0.35513176402571633,3,1
CUST379,35,2,2014,82268,55,19,0.407164298467125,2,1
CUST380,25,2,3134,86042,106,1,0.4091966437856498,1,1
CUST381,24,3,1563,71726,62,40,0.5441801159419536,9,1
CUST382,13,18,4140,71111,90,32,0.5434698699813632,1,1
CUST383,7,14,403,35565,98,22,0.49715381588287166,3,1
CUST384,36,18,360,90242,77,93,0.1347857849174381,1,1
CUST385,45,10,4687,23884,119,66,0.49607547850053113,3,1
CUST386,20,2,968,18199,36,40,0.1691039004206515,2,1
CUST387,1,1,3948,61038,89,38,0.12613578629576516,8,1
CUST388,8,4,2781,58786,152,48,0.9326457173411677,6,1
CUST389,46,14,1293,50294,172,55,0.6049500131477042,2,1
CUST390,16,1,4700,79015,145,75,0.6594900581245843,7,1
CUST391,14,14,807,35178,130,81,0.4017936703333638,8,1
CUST392,12,16,1740,13665,141,55,0.9089808919148642,6,1
CUST393,23,14,3075,1534,159,51,0.6379304895796655,5,1
CUST394,15,3,3391,92828,93,60,0.7691698695235875,3,1
CUST395,28,3,2037,37132,114,8,0.36856246902771383,4,1
CUST396,34,9,889,37110,28,86,0.9600118808191255,7,1
CUST397,2,6,3959,59754,155,68,0.820461290158315,2,1
CUST398,32,13,3149,64580,143,75,0.8539484630145436,1,1
CUST399,23,2,2303,23469,33,72,0.17219426742575428,2,1
CUST400,22,8,565,65016,20,9,0.2709632078712195,6,1
CUST401,25,2,3775,47233,170,90,0.28562659968357706,7,1
CUST402,22,4,4750,67708,140,2,0.27090922324687117,0,1
CUST403,22,15,4399,59232,101,80,0.8554081621042879,6,1
CUST404,42,4,4372,94450,23,95,0.03188479520859211,8,1
CUST405,6,13,4525,87437,112,70,0.0760999889807743,2,1
CUST406,15,12,2578,35409,14,85,0.2739148706299037,2,0
CUST407,43,13,1405,20324,91,90,0.19987297464944365,7,1
CUST408,37,14,4039,9738,153,59,0.23185961388284837,3,1
CUST409,33,18,2935,25054,77,19,0.7979431892533,7,1
CUST410,8,6,3547,30709,85,28,0.5631265938920469,4,1
CUST411,44,11,1875,86643,109,72,0.0057706612929679935,2,1
CUST412,44,2,498,1363,31,14,0.42932276570419525,3,1
CUST413,5,19,1156,11358,122,24,0.40788492685035893,3,1
CUST414,39,19,1314,4240,107,44,0.11394526944454353,7,1
CUST415,4,5,2705,73201,54,56,0.6761417886014571,5,0
CUST416,6,19,1674,46689,133,90,0.7020971883794911,6,1
CUST417,45,2,4660,2936,141,95,0.7208932190520977,8,1
CUST418,32,10,4646,92074,156,51,0.728470945558592,5,1
CUST419,30,2,3926,44965,43,32,5.282693229680113e-05,2,1
CUST420,47,11,3671,78534,89,50,0.9539208038467222,2,1
CUST421,35,18,3028,1882,115,41,0.814208767054663,2,1
CUST422,40,15,3050,21224,99,66,0.9039816965892853,9,1
CUST423,16,9,2706,31825,47,25,0.015643295307434135,1,0
CUST424,13,19,3970,71740,71,61,0.9338587957857394,0,1
CUST425,42,9,3164,29885,166,66,0.8097885286881047,9,1
CUST426,30,3,4794,41056,67,42,0.8372191429586986,0,1
CUST427,19,9,1149,4203,62,65,0.09328738472196851,3,1
CUST428,17,14,4803,61241,109,36,0.7387780289185977,2,1
CUST429,19,19,3050,3244,167,76,0.959916689642091,4,1
CUST430,28,7,365,99322,37,9,0.6785473414181606,8,1
CUST431,26,16,3686,69619,119,36,0.5705614046246065,7,1
CUST432,37,16,2709,22584,86,92,0.945629677748997,8,1
CUST433,26,1,1119,9521,126,38,0.442937121734436,4,1
CUST434,23,4,313,51017,136,33,0.5992935663104787,7,1
